# hand_links.csv - the category vocabulary and the relation edges, authored.
#
# ⚠️ THE FOURTH HAND FILE, and the DURABLE source for library_categories and library_relations.
#    Everything else in the catalog is replayed from a hand file on every build, and an edge
#    stored only in recipes.db would be orphaned by the next fold with nothing to notice.
#
# ⚠️ THIS TABLE HOLDS ONLY FILTER CATEGORIES, terms that are NOT catalog rows. A kind_of parent
#    IS a catalog row and needs no entry here, so a kind_of edge points at a library_id and an
#    in_category edge points at a slug below. 'Is X a kind_of parent' is derived, not stored.
#
# ⚠️ FORMS INHERIT. garlic powder is made_from garlic, which is an allium, so it reaches the
#    category through its parent. A direct edge would be the almond-flour error one layer up.
#
# Spec: previews/category-vocabulary-final.md
#
# --- section: categories ---
category_id,name,parent_slug,note
Q219059,Q13191,kind_of,off,high,
Q219059,orange,in_category,restructure,authored,browsable family added beside the kind_of it already had
Q538296,pork,in_category,off,picked,
Q29472543,vegetable,in_category,read,read,"RE-POINTED: botanically a fruit, and no cook would find it there."
Q3621199,nut,in_category,wikidata,high,
Q265878,oil,in_category,off,picked,
en:peeled-tomatoes,Q20638126,kind_of,off,high,
en:peeled-tomatoes,tomato,in_category,restructure,authored,browsable family added beside the kind_of it already had
Q3143131,spice,in_category,wikidata,high,
Q177564,sauce,in_category,wikidata,high,
Q165308,vegetable,in_category,wikidata,picked,
Q68431797,Q41354,kind_of,off,high,
Q68431797,vinegar,in_category,restructure,authored,browsable family added beside the kind_of it already had
Q105965457,edible-mushroom,in_category,wikidata,high,
Q1517781,seafood,in_category,wikidata,high,
Q125895282,pasta,in_category,off,high,
Q42527,condiment,in_category,wikidata,high,
Q1521067,spice,in_category,wikidata,high,
Q41354,condiment,in_category,wikidata,high,
Q2674257,Q5090,kind_of,wikidata,high,
Q2674257,rice,in_category,restructure,authored,browsable family added beside the kind_of it already had
Q104821115,Q13099586,kind_of,off,high,
Q104821115,pear,in_category,restructure,authored,browsable family added beside the kind_of it already had
Q217525,cow-s-milk-cheese,in_category,wikidata,picked,
Q2718594,cow-s-milk-cheese,in_category,wikidata,picked,
Q2376488,pressed-cooked-cheese,in_category,wikidata,picked,
Q13191,tropical-fruit,in_category,wikidata,high,
Q1900114,italian-cheese,in_category,wikidata,high,
Q131419,meat,in_category,off,high,
Q184357,tree-nut,in_category,off,picked,
Q89,fruit,in_category,wikidata,high,
Q618322,Q41354,kind_of,wikidata,high,
Q618322,vinegar,in_category,restructure,authored,browsable family added beside the kind_of it already had
Q618345,pur-e,in_category,wikidata,high,
Q2918735,oil,in_category,wikidata,high,
en:basil-leaf,Q65522654,kind_of,off,high,
en:basil-leaf,basil,in_category,restructure,authored,browsable family added beside the kind_of it already had
Q1649635,rice,in_category,possible_parent,authored,
Q192628,meat,in_category,wikidata,high,
Q442335,cut-of-beef,in_category,wikidata,picked,
Q1639520,cut-of-beef,in_category,wikidata,picked,
Q432426,chili-pepper,in_category,wikidata,high,
Q4922497,Q41354,kind_of,wikidata,high,
Q4922497,vinegar,in_category,restructure,authored,browsable family added beside the kind_of it already had
Q13178,fruit,in_category,wikidata,high,
Q1364507,sauce,in_category,wikidata,high,
Q1066624,Q5090,kind_of,wikidata,high,
Q1066624,rice,in_category,restructure,authored,browsable family added beside the kind_of it already had
Q104664711,cabbage,in_category,off,high,
Q14328596,vegetable,in_category,wikidata,high,
Q30650470,Q36465,kind_of,wikidata,high,
Q30650470,flour,in_category,restructure,authored,browsable family added beside the kind_of it already had
Q104483024,starch,in_category,wikidata,high,
Q19571204,Q23012379,kind_of,off,high,
Q19571204,celery,in_category,restructure,authored,browsable family added beside the kind_of it already had
Q5057832,mixed-spices,in_category,off,high,
Q36823285,leaf-vegetable,in_category,off,picked,
en:chicken-bone,Q864693,kind_of,off,high,
en:chicken-bone,chicken,in_category,restructure,authored,browsable family added beside the kind_of it already had
Q102354256,Q864693,kind_of,wikidata,high,
Q102354256,chicken,in_category,restructure,authored,browsable family added beside the kind_of it already had
Q7196602,Q864693,kind_of,wikidata,high,
Q7196602,chicken,in_category,restructure,authored,browsable family added beside the kind_of it already had
Q651829,Q36465,kind_of,wikidata,high,
Q651829,flour,in_category,restructure,authored,browsable family added beside the kind_of it already had
Q61046162,herb,in_category,read,read,"RE-POINTED: an herb, not a leaf vegetable."
Q104126379,fruit-juice,in_category,wikidata,high,
Q1139302,Q3342808,kind_of,off,high,
Q1139302,coconut,in_category,restructure,authored,browsable family added beside the kind_of it already had
en:cognac,alcohol,in_category,off,high,
Q1142459,cream,in_category,read,read,RE-POINTED: not a kind of sour cream. Both are cultured creams. The kosher-salt-to-table-salt error exactly.
Q1144935,spice-mix,in_category,wikidata,picked,
Q57656613,Q1329680,kind_of,wikidata,high,
Q57656613,chocolate-chip,in_category,restructure,authored,browsable family added beside the kind_of it already had
dill,herb,in_category,off,high,
Q1142449,Q13228,kind_of,wikidata,high,
Q1142449,cream,in_category,restructure,authored,browsable family added beside the kind_of it already had
Q68497188,Q65522654,kind_of,wikidata,high,
Q68497188,basil,in_category,restructure,authored,browsable family added beside the kind_of it already had
Q796758,egg,kind_of,off,high,
Q796758,egg,in_category,restructure,authored,browsable family added beside the kind_of it already had
Q28604477,shoot-vegetable,in_category,off,high,
Q115618652,vegetable,in_category,wikidata,high,
Q182760,brined-cheese,in_category,wikidata,high,
Q2167413,sea-salt,in_category,wikidata,high,
Q93879632,Q503,kind_of,wikidata,high,
Q93879632,banana,in_category,restructure,authored,browsable family added beside the kind_of it already had
Q18235491,Q1269205,kind_of,wikidata,high,
Q18235491,rice-flour,in_category,restructure,authored,browsable family added beside the kind_of it already had
Q898982,oil,in_category,off,picked,
Q2864215,fruit-syrup,in_category,wikidata,high,
Q3088336,cheese,in_category,wikidata,high,
en:guajillo-chili,chili-pepper,in_category,off,high,
Q764375,chili-pepper,in_category,wikidata,high,
Q3074737,white-fish,in_category,off,high,
Q578307,tree-nut,in_category,off,picked,
Q522171,sauce,in_category,off,high,
en:kaffir-lime-leaf,spice,in_category,off,high,
en:lavender,herb,in_category,off,high,
Q110611100,meat,in_category,wikidata,high,
Q61505177,Q145909,kind_of,off,high,
Q104007010,Q145909,kind_of,off,high,
Q20035,pasta,in_category,off,high,
Q8064278,saltwater-fish,in_category,off,picked,
Q402563,syrup,in_category,wikidata,high,
en:mashed-potato,Q16587531,kind_of,off,high,
en:mashed-potato,potato,in_category,restructure,authored,browsable family added beside the kind_of it already had
Q822331,green-tea,in_category,wikidata,high,
Q5254978,herb,in_category,off,high,
Q235169,condiment,in_category,wikidata,high,
Q57655865,mustard,in_category,wikidata,picked,
Q3320037,fruit,in_category,wikidata,high,
Q12047207,vegetable,in_category,wikidata,high,
Q92581152,herb,in_category,read,read,RE-POINTED: an herb.
Q1139546,pressed-cooked-cheese,in_category,wikidata,high,
Q104413481,taproot-vegetable,in_category,off,high,
Q13099586,fruit,in_category,wikidata,high,
Q677640,italian-cheese,in_category,wikidata,high,
Q1063736,pasta,in_category,off,high,
Q323635,common-bean,in_category,wikidata,high,
en:plain-yogurt,Q13317,kind_of,off,high,
en:plain-yogurt,yogurt,in_category,restructure,authored,browsable family added beside the kind_of it already had
Q7205370,Q20638126,kind_of,wikidata,high,
Q7205370,tomato,in_category,restructure,authored,browsable family added beside the kind_of it already had
Q860985,Q191768,kind_of,wikidata,high,
Q860985,pork,in_category,restructure,authored,browsable family added beside the kind_of it already had
Q68451462,minced-meat,in_category,wikidata,picked,
Q17045135,Q191768,kind_of,wikidata,high,
Q17045135,pork,in_category,restructure,authored,browsable family added beside the kind_of it already had
Q1065033,pork,in_category,off,picked,
Q33669098,taproot-vegetable,in_category,off,high,
Q13179,fruit,in_category,wikidata,high,
Q67445480,lentil,in_category,wikidata,high,
Q20767168,vegetable,in_category,wikidata,high,
Q5090,cereal,in_category,wikidata,high,
Q1142986,alcohol,in_category,off,high,
Q216781,italian-cheese,in_category,wikidata,high,
Q25434,spice,in_category,wikidata,high,
en:sage,herb,in_category,off,high,
Q2796766,oily-fish,in_category,off,high,
Q67994034,cut-of-fish,in_category,wikidata,picked,
Q20747642,sauce,in_category,wikidata,high,
en:sambal-oelek,sambal,in_category,off,high,
Q7360490,seafood,in_category,wikidata,high,
en:semi-sweet-chocolate,chocolate,in_category,off,high,
Q381350,flour,in_category,possible_parent,authored,
en:serrano-peppers,chili-pepper,in_category,off,high,
Q7502086,beef,in_category,wikidata,high,
Q840171,Q13228,kind_of,off,high,
Q840171,cream,in_category,restructure,authored,browsable family added beside the kind_of it already had
en:squeezed-orange-juice,Q219059,kind_of,off,high,
en:squeezed-orange-juice,orange-juice,in_category,restructure,authored,browsable family added beside the kind_of it already had
Q1392674,hot-sauce,in_category,wikidata,picked,
Q14458220,fruit,in_category,wikidata,high,
Q94787,oil,in_category,wikidata,picked,
Q1076906,seed,in_category,wikidata,high,
Q57271749,Q8495,kind_of,off,high,
Q57271749,milk,in_category,restructure,authored,browsable family added beside the kind_of it already had
Q67207722,food-paste,in_category,wikidata,high,
Q873761,starch,in_category,off,high,
Q10825918,rice-flour,in_category,wikidata,high,
Q105511282,vegetable,in_category,off,picked,
Q1114674,Q20638126,made_from,read,read,"RE-POINTED: made FROM tomato, not a kind of tomato."
Q3596097,sauce,in_category,wikidata,high,
Q55642411,bread,in_category,off,high,
Q957434,beef,in_category,wikidata,high,
Q65561345,common-bean,in_category,wikidata,high,
Q742385,chocolate,in_category,wikidata,high,
Q13317,dairy-product,in_category,wikidata,picked,
Q131346795,Q36465,kind_of,wikidata,high,
Q131346795,flour,in_category,restructure,authored,browsable family added beside the kind_of it already had
en:70-fat-mayonnaise,mayonnaise,in_category,off,high,
Q9021066,Q8495,kind_of,wikidata,high,
Q9021066,milk,in_category,restructure,authored,browsable family added beside the kind_of it already had
Q300725,apple,in_category,wikidata,high,
Q131519707,Q5090,kind_of,wikidata,high,
Q131519707,rice,in_category,restructure,authored,browsable family added beside the kind_of it already had
Q306912,fresh-fruit,in_category,wikidata,high,
Q319716,cheese,in_category,wikidata,high,
Q47164004,essential-oil,in_category,wikidata,high,
Q4054846,apple,in_category,wikidata,high,
Q140197214,olive,in_category,wikidata,high,
Q113680577,yogurt,in_category,wikidata,high,
Q10403954,Q89,kind_of,wikidata,high,
Q10403954,apple,in_category,restructure,authored,browsable family added beside the kind_of it already had
Q66595194,seed-oil,in_category,wikidata,high,
Q114634252,cheese,in_category,wikidata,high,
Q11701587,spanish-cheese,in_category,wikidata,high,
Q5683289,oil,in_category,wikidata,high,
Q5656322,oil,in_category,wikidata,high,
Q117617502,oil,in_category,wikidata,high,
Q60828333,oil,in_category,wikidata,high,
Q23498894,oil,in_category,wikidata,high,
Q23500250,oil,in_category,wikidata,high,
Q3604288,condiment,in_category,wikidata,high,
Q17620044,vinegar,in_category,wikidata,high,
Q132567850,fresh-fruit,in_category,wikidata,high,
en:achillea-millefolium,herb,in_category,off,high,
Q131437697,rice,in_category,wikidata,high,
Q15791680,fresh-fruit,in_category,wikidata,high,
Q16626077,sauce,in_category,wikidata,high,
Q131920630,tropical-fruit,in_category,wikidata,high,
Q1246800,cow-s-milk-cheese,in_category,wikidata,picked,
Q2826877,olive,in_category,wikidata,high,
Q3606603,sauce,in_category,wikidata,high,
Q2826898,garlic,in_category,wikidata,high,
Q20009606,garlic,in_category,wikidata,high,
Q26689963,garlic,in_category,wikidata,high,
Q3606626,lamb-meat,in_category,wikidata,high,
Q96627075,apple,in_category,wikidata,high,
Q16826169,sauce,in_category,wikidata,high,
Q113833296,citrus-fruit,in_category,wikidata,high,
Q4694848,sauce,in_category,wikidata,high,
Q16038929,garlic,in_category,wikidata,high,
Q16010193,garlic,in_category,wikidata,high,
Q14283319,starch,in_category,wikidata,high,
Q100708675,berry,in_category,off,high,
Q2828872,sauce,in_category,wikidata,high,
Q129643250,fruit,in_category,wikidata,high,
en:ajwa-dates,Q1652093,kind_of,off,high,
en:ajwa-dates,date,in_category,restructure,authored,browsable family added beside the kind_of it already had
Q4699992,chili-pepper,in_category,wikidata,high,
Q4699993,chili-pepper,in_category,wikidata,high,
Q2828931,apple,in_category,wikidata,high,
Q55815501,seed-oil,in_category,wikidata,high,
Q4706009,mango,in_category,wikidata,high,
Q96627076,apple,in_category,wikidata,high,
Q4711548,sauce,in_category,wikidata,high,
Q21076881,rice,in_category,wikidata,high,
Q4712737,sauce,in_category,wikidata,high,
Q18465204,Q170486,kind_of,wikidata,high,
Q18465204,ham,in_category,restructure,authored,browsable family added beside the kind_of it already had
Q3113495,cooking-apple,in_category,wikidata,picked,
Q2642590,pear,in_category,wikidata,high,
Q11685295,Q13099586,kind_of,wikidata,high,
Q11685295,pear,in_category,restructure,authored,browsable family added beside the kind_of it already had
Q11904932,olive,in_category,wikidata,high,
Q23930012,sauce,in_category,wikidata,high,
Q41775086,cooking-apple,in_category,wikidata,high,
Q108127132,condiment,in_category,wikidata,picked,
Q102887302,goat-cheese,in_category,wikidata,picked,
Q4725674,tomato,in_category,wikidata,high,
Q4725702,mango,in_category,wikidata,high,
Q337389,table-apple,in_category,wikidata,picked,
Q18209200,seed-oil,in_category,wikidata,high,
Q1203874,sauce,in_category,wikidata,high,
Q325765,cow-s-milk-cheese,in_category,wikidata,picked,
Q956024,cheese,in_category,wikidata,high,
Q24636822,raw-milk-cheese,in_category,wikidata,high,
Q10405645,cooking-apple,in_category,wikidata,picked,
Q65253823,plum,in_category,wikidata,high,
Q5669743,jam,in_category,wikidata,high,
Q5669817,sauce,in_category,wikidata,high,
Q57271323,juice,in_category,wikidata,high,
Q2663618,mango,in_category,wikidata,high,
Q33395610,cheese,in_category,wikidata,high,
Q4735656,spanish-cheese,in_category,wikidata,high,
Q4062939,Q10987,kind_of,wikidata,high,
Q4062939,honey,in_category,restructure,authored,browsable family added beside the kind_of it already had
Q436943,white-mold-rind-cheese,in_category,wikidata,high,
Q442455,cooking-apple,in_category,wikidata,high,
Q3613295,oil,in_category,wikidata,high,
Q96627079,apple,in_category,wikidata,high,
